,EventId,EventTemplate
2177,9e79689c,sshd[20599]: <*> <*> <*> closed by remote <*>
2178,1d210c82,<*> GSSAPI delegation failed for <*>
2179,2ec3b24d,xinetd[2852]: removing <*>
2180,c36296fd,gmond:
2181,5e75e190,gmond: user 'nobody' does not exist
2182,6faa9d7e,tv_flexlm: /bin/su: user nobody does not exist
2183,cbd1464e,tv_flexlm: chown: `nobody.nobody': invalid user
2184,99fe6a21,sshd[30137]: <*> <*> <*> closed by remote <*>
2185,f08f549f,sshd[30142]: <*> <*> <*> closed by remote <*>
2186,23c07dbe,sshd[30148]: <*> <*> <*> closed by remote <*>
2187,1170deb0,sshd[30153]: <*> <*> <*> closed by remote <*>
2188,9d919755,sshd[21318]: <*> <*> <*> closed by remote <*>
2189,81b0839e,sshd[30169]: <*> <*> <*> closed by remote <*>
2190,013be33e,sshd[30184]: <*> <*> <*> closed by remote <*>
2191,62e2e3d9,sshd[30192]: <*> <*> <*> closed by remote <*>
2192,21d02134,sshd[30196]: <*> <*> <*> closed by remote <*>
2193,21bf3c65,sshd[30210]: <*> <*> <*> closed by remote <*>
2194,28e47d9d,sshd[30217]: <*> <*> <*> closed by remote <*>
2195,1239a103,sshd[30215]: <*> <*> <*> closed by remote <*>
2196,b2508379,sshd[30248]: <*> <*> <*> closed by remote <*>
2197,24737ec8,sshd[30253]: <*> <*> <*> closed by remote <*>
2198,f73cf874,sshd[30257]: <*> <*> <*> closed by remote <*>
2199,ba53820b,sshd[30325]: <*> <*> <*> closed by remote <*>
2200,3d380b09,sshd[30338]: <*> <*> <*> closed by remote <*>
2201,dee0dfe7,sshd[30386]: <*> <*> <*> closed by remote <*>
2202,ae162747,sshd[30392]: <*> <*> <*> closed by remote <*>
2203,99a3aad3,sshd[30408]: <*> <*> <*> closed by remote <*>
2204,dbd90c11,sshd[30414]: <*> <*> <*> closed by remote <*>
2205,a15fc709,sshd[30421]: <*> <*> <*> closed by remote <*>
2206,0bb602ad,sshd[30428]: <*> <*> <*> closed by remote <*>
2207,80bf1512,sshd[30435]: <*> <*> <*> closed by remote <*>
2208,4f75084a,sshd[30501]: <*> <*> <*> closed by remote <*>
2209,83c845ed,sshd[30507]: <*> <*> <*> closed by remote <*>
2210,06297864,sshd[30511]: <*> <*> <*> closed by remote <*>
2211,c3c05482,sshd[30518]: <*> <*> <*> closed by remote <*>
2212,c97a6024,sshd[30526]: <*> <*> <*> closed by remote <*>
2213,b486bb6e,sshd[30533]: <*> <*> <*> closed by remote <*>
2214,4826091d,sshd[31206]: <*> <*> <*> closed by remote <*>
2215,92642791,sshd[31416]: <*> <*> <*> closed by remote <*>
2216,b215153f,sshd[27204]: <*> <*> <*> closed by remote <*>
2217,77771131,postfix<*> parameter default_privs: unknown user name value: nobody
2218,55dd6fbd,<*> warning: <*> bad command startup -- throttling
2219,2e183470,<*> warning: process <*> pid <*> exit status 1
2220,0c13140b,sshd[31588]: <*> <*> <*> closed by remote <*>
2221,4e7b3037,sshd[31592]: <*> <*> <*> closed by remote <*>
2222,5d7b0c29,sshd[31598]: <*> <*> <*> closed by remote <*>
2223,9e9c423a,<*> 1 more authentication failure; logname=LOGIN uid=0 euid=0 tty=tty1 ruser= rhost=
2224,d7d89f7b,<*> fatal: Timeout before authentication for <*>
2225,2d6b8315,<*> Failed password for #18# from #19# port <*>
2226,d6046f6b,crontab[6323]: (#177#) LIST (#177#)
2227,603c3f97,sshd[970]: <*> <*> <*> closed by remote <*>
2228,4f0181b7,<*> fatal: file <*> parameter default_privs: unknown user name value: nobody
2229,5b11e238,<*> >> mount: RPC: Remote system error - No route to host
2230,3df652db,sshd[3474]: <*> <*> <*> closed by remote <*>
2231,028fa914,xinetd[2862]: removing <*>
2232,c32bbeb9,sshd[3478]: <*> <*> <*> closed by remote <*>
2233,fa0004ef,xinetd[2893]: removing <*>
2234,6d732756,"pbs_server: Success (0) in wait_request, timeout connection from <*> <*> seconds)"
2235,5ab3c8c6,kernel: scsi : 0 hosts left.
2236,0e7fa17a,kernel: loop: loaded (max 8 devices)
2237,cd5092be,kernel: Firmware version: <*> Driver version <*>
2238,3abeda26,kernel: Type: <*> ANSI SCSI revision: 04
2239,72cc654f,kernel: Vendor: COMPAQ Model: MSA1000 Rev: 4.32
2240,d89ee002,kernel: Vendor: COMPAQ Model: MSA1000 VOLUME Rev: 4.32
2241,0932b37f,kernel: qla2x00: Found VID=1077 DID=2312 SSVID=e11 SSDID=100
2242,674c831b,kernel: qla2x00_detect num_hosts=0
2243,479391f4,kernel: qla2x00_set_info starts at address = <*>
2244,780d922e,kernel: scsi(0): 64 Bit PCI Addressing Enabled.
2245,fbb84698,kernel: scsi(0): Allocated 4096 SRB(s).
2246,d0a41c0e,kernel: scsi(0): Configure NVRAM parameters...
2247,852e2e56,"kernel: scsi(0): Found a QLA2312 @ bus 7, device 0x1, irq 48, iobase <*>"
2248,b05943d8,kernel: scsi(0): Verifying loaded RISC code...
2249,3a5b3478,kernel: scsi0 : QLogic QLA2312 PCI to Fibre Channel Host Adapter: bus 7 device 1 irq 48
2250,e3193f52,kernel: scsi: unknown type 12
2251,5894f41f,kernel: <*> unknown partition table
2252,3016f9e0,"kernel: Attached scsi disk <*> at scsi0, channel 0, id 0, lun <*>"
2253,b6c0878f,kernel: SCSI device <*> <*> 512-byte hdwr sectors <*> MB)
2254,f29bd113,kernel: resize_dma_pool: unknown device type 12
2255,fdf62ec6,"kernel: <*> Enabled tagged queuing, queue depth <*>"
2256,0a254693,"kernel: Attached scsi generic sg0 at scsi0, channel 0, id 0, lun 0, type 12"
2257,cbd6c364,xinetd[2850]: removing <*>
2258,f5851f9c,xinetd[2843]: removing <*>
2259,6ff2d302,<*> warning: unix_trigger_event: read timeout for service public/flush
2260,3dfe5658,sudo: <*> : uid <*> does not exist in the passwd file! ; <*> ; PWD=unknown ; USER=root ; <*>
2261,f536db11,xinetd[2339]: removing <*>
2262,d39605fa,kudzu: changed <*> alias from bcm5700 to tg3
2263,fed0fb63,kernel: qla2x00_nvram_config ZIO enabled:intr_timer_delay=3
2264,034c6379,"<*> user rpc not found, reverting to user bin"
2265,025453b8,mount: mount: RPC: Program not registered
2266,5e7ff97c,<*> Error parsing attribute user - DISABLING SERVICE [file=<*> <*>
2267,e4f3c147,<*> Unknown user: <*> [file=<*> <*>
2268,d9039326,ntpd: Failed to lookup user 'ntp'.
2269,c875849e,<*> <*> ORPHAN (no passwd entry)
2270,d777bfb1,sshd[3677]: <*> <*> <*> closed by remote <*>
2271,0570a187,sshd[3683]: <*> <*> <*> closed by remote <*>
2272,2abe93fa,intel_flexlm: lmgrd.intel shutdown succeeded
2273,0875870e,xinetd[2505]: removing <*>
2274,71577c56,iptables: succeeded
2275,f8672b9c,sshd[7499]: <*> <*> <*> closed by remote <*>
2276,a0523963,nmbd[3187]:
2277,5133339d,<*> Samba name server SADMIN1 has stopped being a local master browser for workgroup MYGROUP on subnet <*>
2278,fb13abbd,<*> process_local_master_announce: Server LADMIN1 at IP <*> is announcing itself as a local master browser for workgroup MYGROUP and we think we are master. Forcing election.
2279,f4d73e55,<*> Samba name server SADMIN1 is now a local master browser for workgroup MYGROUP on subnet <*>
2280,240fd3b1,sshd[6916]: <*> <*> <*> closed by remote <*>
2281,f2e6f82e,sshd[18337]: <*> <*> <*> closed by remote <*>
2282,1f5f74c5,passwd(pam_unix)[10831]: password changed for root
2283,84e71eb0,sshd[6428]: <*> <*> <*> closed by remote <*>
2284,7d7360fb,sshd[15541]: <*> <*> <*> closed by remote <*>
2285,a09623e6,sshd[8420]: <*> <*> <*> closed by remote <*>
2286,798ea4cc,sshd[17145]: <*> <*> <*> closed by remote <*>
2287,a6a599b1,sshd[10013]: <*> <*> <*> closed by remote <*>
2288,97f3453f,sshd[18788]: <*> <*> <*> closed by remote <*>
2289,5e4fe95c,"Event Log <*> Fatal drive error, SCSI port 1 ID 0"
2290,602aec3b,vlan: Set name-type for VLAN subsystem. Should be visible in /proc/net/vlan/config
2291,bea22773,"vlan: WARNING: Could not open /proc/net/vlan/config. Maybe you need to load the 8021q module, or maybe you are not using PROCFS??"
2292,c462086c,xinetd[2290]: removing <*>
2293,e43e7912,sshd[20995]: <*> <*> <*> closed by remote <*>
2294,f362579f,sshd[12696]: <*> <*> <*> closed by remote <*>
2295,454b0c55,sshd[24504]: <*> <*> <*> closed by remote <*>
2296,4901fc3a,sshd[18802]: <*> <*> <*> closed by remote <*>
2297,1b3396bc,pam_access[27730]: access denied for user `rachapm' from `ttyp0'
2298,aa3cefcc,xinetd[2278]: removing <*>
2299,2b30c0c9,sshd[5979]: <*> <*> <*> closed by remote <*>
2300,1ec17867,sshd[464]: <*> <*> <*> closed by remote <*>
2301,41e28bf7,sshd[18662]: <*> <*> <*> closed by remote <*>
2302,25b698ee,sshd[10337]: <*> <*> <*> closed by remote <*>
2303,268c626b,sshd[20686]: <*> <*> <*> closed by remote <*>
2304,be5b37f9,sshd[22245]: <*> <*> <*> closed by remote <*>
2305,a200d766,sshd[14136]: <*> <*> <*> closed by remote <*>
2306,c15a1ec4,sshd[25716]: <*> <*> <*> closed by remote <*>
2307,13b74b8d,sshd[26895]: <*> <*> <*> closed by remote <*>
2308,e7308032,"pbs_mom: Connection reset by peer (104) in TMomFinalizeChild, cannot get termtype"
2309,8a309f7e,sshd[7772]: <*> <*> <*> closed by remote <*>
2310,c37cdf1f,sshd[21464]: <*> <*> <*> closed by remote <*>
2311,09191541,sshd[26487]: <*> <*> <*> closed by remote <*>
2312,fa8595f0,sshd[26545]: <*> <*> <*> closed by remote <*>
2313,a285201f,sshd[2405]: <*> <*> <*> closed by remote <*>
2314,cb8f3e5d,sshd[31348]: <*> <*> <*> closed by remote <*>
2315,a0c9179f,sshd[4137]: <*> <*> <*> closed by remote <*>
2316,4e36651e,sshd[582]: <*> <*> <*> closed by remote <*>
2317,24ee2bec,sshd[5703]: <*> <*> <*> closed by remote <*>
2318,01ac06f9,sshd[2209]: <*> <*> <*> closed by remote <*>
2319,648b0f8a,sshd[5257]: <*> <*> <*> closed by remote <*>
2320,13f85b80,sshd[7746]: <*> <*> <*> closed by remote <*>
2321,9d46e0c0,<*> (root) CMD (<*> 2>&1)
2322,1e9e8588,sshd[29538]: <*> <*> <*> closed by remote <*>
2323,fd006aaf,sshd[20631]: <*> <*> <*> closed by remote <*>
2324,4a31a4ca,sshd[23393]: <*> <*> <*> closed by remote <*>
2325,577e7a75,sshd[31479]: <*> <*> <*> closed by remote <*>
2326,68d8f49f,<*> (#50#) RELOAD (cron/#50#)
2327,8fdd64e7,sshd[26360]: <*> <*> <*> closed by remote <*>
2328,892817ab,sshd[25985]: <*> <*> <*> closed by remote <*>
2329,f329e86f,sshd[28285]: <*> <*> <*> closed by remote <*>
2330,09ae3f32,sshd[27796]: <*> <*> <*> closed by remote <*>
2331,771bc4d2,sshd[29816]: <*> <*> <*> closed by remote <*>
2332,8248402f,sshd[29355]: <*> <*> <*> closed by remote <*>
2333,5d3a6bc6,sshd[32214]: <*> <*> <*> closed by remote <*>
2334,d56316e4,sshd[31215]: <*> <*> <*> closed by remote <*>
2335,6c180dd7,sshd[2305]: <*> <*> <*> closed by remote <*>
2336,774c865f,sshd[414]: <*> <*> <*> closed by remote <*>
2337,d903bc50,sshd[5773]: <*> <*> <*> closed by remote <*>
2338,46c68c3e,sshd[3338]: <*> <*> <*> closed by remote <*>
2339,fc608fb4,sshd[9873]: <*> <*> <*> closed by remote <*>
2340,ac75af35,sshd[10817]: <*> <*> <*> closed by remote <*>
2341,928f2ca7,sshd[12755]: <*> <*> <*> closed by remote <*>
2342,bda7909f,sshd[11545]: <*> <*> <*> closed by remote <*>
2343,627d3168,sshd[25348]: <*> <*> <*> closed by remote <*>
2344,0968cf88,sshd[13051]: <*> <*> <*> closed by remote <*>
2345,b667b61e,sshd[27121]: <*> <*> <*> closed by remote <*>
2346,54de6f90,sshd[14670]: <*> <*> <*> closed by remote <*>
2347,4b2839f9,sshd[11358]: <*> <*> <*> closed by remote <*>
2348,63be0543,sshd[16622]: <*> <*> <*> closed by remote <*>
2349,9f3a8d06,"logger: kernel: bcm5700: eth0 NIC Link is Up, 1000 Mbps full duplex"
2350,3ebf859c,sshd[12155]: <*> <*> <*> closed by remote <*>
2351,80601ddd,sshd[17588]: <*> <*> <*> closed by remote <*>
2352,682e0d60,sshd[5481]: <*> <*> <*> closed by remote <*>
2353,bf458f5c,sshd[19995]: <*> <*> <*> closed by remote <*>
2354,749985a5,sshd[16836]: <*> <*> <*> closed by remote <*>
2355,13dc526e,sshd[22230]: <*> <*> <*> closed by remote <*>
2356,77c4ea4d,sshd[28864]: <*> <*> <*> closed by remote <*>
2357,c1f53225,sshd[23776]: <*> <*> <*> closed by remote <*>
2358,04af838b,sshd[14709]: <*> <*> <*> closed by remote <*>
2359,5c2ff45a,sshd[28620]: <*> <*> <*> closed by remote <*>
2360,ca63c4ec,sudo: #26# : TTY=pts<*> rhel-3-i386-ws-updates.iso rhel-3-U3-i386-ws-disc1.iso rhel-3-U3-i386-ws-disc2.iso rhel-3-U3-i386-ws-disc3.iso rhel-3-U3-i386-ws-disc4.iso i386/
2361,372ee79e,sudo: #26# : TTY=pts<*> <*> <*> <*> <*>
2362,052dae25,crond[9804]: (#160#) RELOAD (cron/#160#)
2363,a889fd36,sudo: <*> : <*> incorrect password <*> ; <*> ; <*> ; USER=root ; COMMAND=/bin/su <*>
2364,b6edd9e7,sshd[8575]: <*> <*> <*> closed by remote <*>
2365,c22e1b17,sshd[25968]: <*> <*> <*> closed by remote <*>
2366,ceba9e30,sshd[22842]: <*> <*> <*> closed by remote <*>
2367,f4e38568,sshd[19834]: <*> <*> <*> closed by remote <*>
2368,a5c4643f,sshd[1220]: <*> <*> <*> closed by remote <*>
2369,2be12e9a,sshd[22193]: <*> <*> <*> closed by remote <*>
2370,66ac5f86,"kernel: EXT3-fs: cciss0(104,2): 1 orphan inode deleted"
2371,d36209a2,kernel: ext3_orphan_cleanup: deleting unreferenced inode <*>
2372,3b36cca5,xinetd[2480]: removing <*>
2373,680f6d2e,postfix/nqmgr[2598]: <*> <*> <*> nrcpt=1 (queue active)
2374,a0c7e8d3,<*> warning: <*> message has been queued for <*> days
2375,1d1256cf,sshd[3750]: <*> <*> <*> closed by remote <*>
2376,ff07a1cc,sshd[6081]: <*> <*> <*> closed by remote <*>
2377,818e78d9,sshd[8184]: <*> <*> <*> closed by remote <*>
2378,be4ae9f1,sshd[7588]: <*> <*> <*> closed by remote <*>
2379,0bec9915,sshd[12926]: <*> <*> <*> closed by remote <*>
2380,f442a0ef,sshd[23951]: <*> <*> <*> closed by remote <*>
2381,a2c8c01f,sshd[557]: <*> <*> <*> closed by remote <*>
2382,2a1d81bc,sshd[19672]: <*> <*> <*> closed by remote <*>
2383,dde84ff6,sshd[13318]: <*> <*> <*> closed by remote <*>
2384,fc3aa102,"pbs_mom: Connection refused (111) in TMomFinalizeChild, cannot open qsub sock"
2385,51876d1e,sshd[5815]: <*> <*> <*> closed by remote <*>
2386,58c915fd,sshd[373]: <*> <*> <*> closed by remote <*>
2387,a09faa0e,sshd[14836]: <*> <*> <*> closed by remote <*>
2388,aba73f75,sshd[18212]: <*> <*> <*> closed by remote <*>
2389,86dfffea,"pbs_mom: scan_for_exiting, system epilog failed w/rc=1"
2390,a05837a1,sshd[26551]: <*> <*> <*> closed by remote <*>
2391,b659dd4a,sshd[20267]: <*> <*> <*> closed by remote <*>
2392,f4049a2e,sshd[6814]: <*> <*> <*> closed by remote <*>
2393,5dedefcc,sshd[22033]: <*> <*> <*> closed by remote <*>
2394,eade197d,<*> (#50#) CMD (id ; uname -a ; env)
2395,53db3bf3,"pbs_mom: Connection refused (111) in open_demux, open_demux: connect <*>"
2396,486c1abf,"pbs_mom: Inappropriate ioctl for device (25) in search_env_and_open, <*>"
2397,b1a1599f,"pbs_mom: Inappropriate ioctl for device (25) in search_env_and_open, failed connect to mpiexec process on MS"
2398,1ad6d604,sshd[18344]: <*> <*> <*> closed by remote <*>
2399,f4bd549f,sshd[27633]: <*> <*> <*> closed by remote <*>
2400,3ae9de0f,sshd[461]: <*> <*> <*> closed by remote <*>
2401,e49d029d,sshd[662]: <*> <*> <*> closed by remote <*>
2402,55d3a3d6,xinetd[2263]: removing <*>
2403,86fef1ae,sshd[11318]: <*> <*> <*> closed by remote <*>
2404,bd9bc6f8,sshd[2754]: <*> <*> <*> closed by remote <*>
2405,18048b93,sshd[2945]: <*> <*> <*> closed by remote <*>
2406,2bb4f5c5,sshd[17549]: <*> <*> <*> closed by remote <*>
2407,1a94ae1a,ntpd[2304]: can't open <*> Input/output error
2408,23536b8a,syslogd: /var/log/messages: Input/output error
2409,c4afa6af,sshd[16855]: <*> <*> <*> closed by remote <*>
2410,06d71670,sshd[20563]: <*> <*> <*> closed by remote <*>
2411,b01d212c,<*> >> mount: RPC: Remote system error - Connection timed out
2412,21009f04,sshd[19081]: <*> <*> <*> closed by remote <*>
2413,5ee0aa1a,sshd[19120]: <*> <*> <*> closed by remote <*>
2414,505bab66,sshd[22105]: <*> <*> <*> closed by remote <*>
2415,3c212e0a,sshd[19176]: <*> <*> <*> closed by remote <*>
2416,c148da48,sshd[19338]: <*> <*> <*> closed by remote <*>
2417,dadfce1b,sshd[19460]: <*> <*> <*> closed by remote <*>
2418,b40db690,sshd[22368]: <*> <*> <*> closed by remote <*>
2419,14c6715c,sshd[19500]: <*> <*> <*> closed by remote <*>
2420,d12cc292,sshd[22411]: <*> <*> <*> closed by remote <*>
2421,46b9fa4b,sshd[19707]: <*> <*> <*> closed by remote <*>
2422,56de4100,sshd[19741]: <*> <*> <*> closed by remote <*>
2423,b8ad7c25,sshd[22735]: <*> <*> <*> closed by remote <*>
2424,d83b6505,sshd[20193]: <*> <*> <*> closed by remote <*>
2425,153e9806,sshd[23249]: <*> <*> <*> closed by remote <*>
2426,9c2e41a6,sshd[20660]: <*> <*> <*> closed by remote <*>
2427,85ca6c3c,sshd[23300]: <*> <*> <*> closed by remote <*>
2428,81673fad,sshd[23334]: <*> <*> <*> closed by remote <*>
2429,0b20d7a6,sshd[23378]: <*> <*> <*> closed by remote <*>
2430,d2a8fc51,sshd[23415]: <*> <*> <*> closed by remote <*>
2431,ab884de3,sshd[23508]: <*> <*> <*> closed by remote <*>
2432,6bea8ca1,sshd[23543]: <*> <*> <*> closed by remote <*>
2433,b061d2a5,sshd[23591]: <*> <*> <*> closed by remote <*>
2434,fb1e29ca,sshd[23637]: <*> <*> <*> closed by remote <*>
2435,9539d784,sshd[23734]: <*> <*> <*> closed by remote <*>
2436,a8af5adb,sshd[23788]: <*> <*> <*> closed by remote <*>
2437,87437aba,sshd[23913]: <*> <*> <*> closed by remote <*>
2438,11bb2001,sshd[23947]: <*> <*> <*> closed by remote <*>
2439,2b83e916,sshd[24069]: <*> <*> <*> closed by remote <*>
2440,f1fb3eef,sshd[24109]: <*> <*> <*> closed by remote <*>
2441,69cf4f1c,sshd[24649]: <*> <*> <*> closed by remote <*>
2442,1b7c8361,<*> >> mount: RPC: Remote system error - Connection refused
2443,69e6bba6,<*> lookup(yp): map auto.nfs: Local domain name not set
2444,ca5f9476,xinetd[2180]: removing <*>
2445,d55c781b,"kernel: hda: DV-28E-C, ATAPI CD/DVD-ROM drive"
2446,f672088e,"httpd: httpd: Could not determine the server's fully qualified domain name, using <*> for ServerName"
2447,f64f5b41,smb: <*> startup succeeded
2448,e9a1db3a,"nmbd[3077]: This response was from IP <*>, reporting an IP address of <*>."
2449,2972f70e,nmbd[3077]: query_name_response: Multiple (2) responses received for a query on subnet <*> for name MYGROUP<1d>.
2450,8e86c699,nmbd[3077]: <*>
2451,0a3d8d4b,nmbd[3077]:
2452,324253bf,sshd[25643]: <*> <*> <*> closed by remote <*>
2453,892dd539,sshd[3182]: <*> <*> <*> closed by remote <*>
2454,8fbbc839,xinetd[2180]: START: <*> <*> from=<*>
2455,a1b8b617,sshd[26609]: <*> <*> <*> closed by remote <*>
2456,825936e1,sshd[7143]: <*> <*> <*> closed by remote <*>
2457,2a794e6d,sshd[28076]: <*> <*> <*> closed by remote <*>
2458,9e70fa64,sshd[7752]: <*> <*> <*> closed by remote <*>
2459,25ae528d,sshd[8897]: <*> <*> <*> closed by remote <*>
2460,1e3969a8,sshd[29730]: <*> <*> <*> closed by remote <*>
2461,75109b62,sshd[19228]: <*> <*> <*> closed by remote <*>
2462,5ea993fa,sshd[403]: <*> <*> <*> closed by remote <*>
2463,932b748f,sshd[3285]: <*> <*> <*> closed by remote <*>
2464,6d99a3b1,sshd[6583]: <*> <*> <*> closed by remote <*>
2465,ee1fc87d,sshd[15549]: <*> <*> <*> closed by remote <*>
2466,da17558a,sshd[8167]: <*> <*> <*> closed by remote <*>
2467,fc709c81,sshd[18176]: <*> <*> <*> closed by remote <*>
2468,74e5e293,sshd[12044]: <*> <*> <*> closed by remote <*>
2469,71ff8655,tv_flexlm: lmgrd shutdown succeeded
2470,7cbed4d8,sshd[23456]: <*> <*> <*> closed by remote <*>
2471,6abb3933,sshd[6991]: <*> <*> <*> closed by remote <*>
2472,b6f8955f,sshd[13503]: <*> <*> <*> closed by remote <*>
2473,be489472,sshd[23699]: <*> <*> <*> closed by remote <*>
2474,15f27410,sshd[26331]: <*> <*> <*> closed by remote <*>
2475,71f4e8a0,sshd[25456]: <*> <*> <*> closed by remote <*>
2476,993007fb,sshd[27921]: <*> <*> <*> closed by remote <*>
2477,c50a5b66,sshd[26978]: <*> <*> <*> closed by remote <*>
2478,e61e3bdb,sshd[30140]: <*> <*> <*> closed by remote <*>
2479,a775407f,sshd[28548]: <*> <*> <*> closed by remote <*>
2480,eeda5e93,sshd[32183]: <*> <*> <*> closed by remote <*>
2481,69d8672d,sshd[30115]: <*> <*> <*> closed by remote <*>
2482,5e25a63c,kernel: RPC: error 512 connecting to server <*>
2483,b4707750,sshd[1983]: <*> <*> <*> closed by remote <*>
2484,a55bacf8,sshd[649]: <*> <*> <*> closed by remote <*>
2485,6d8c2d06,sshd[3290]: <*> <*> <*> closed by remote <*>
2486,241e0549,sshd[1839]: <*> <*> <*> closed by remote <*>
2487,512615b5,sshd[13525]: <*> <*> <*> closed by remote <*>
2488,e5512212,sshd[3386]: <*> <*> <*> closed by remote <*>
2489,416374c0,sshd[15068]: <*> <*> <*> closed by remote <*>
2490,4a3c50ca,sshd[4893]: <*> <*> <*> closed by remote <*>
2491,30d2119e,nmbd[3077]: <*> <*> (Samba Server)
2492,c64060e6,sshd[27930]: <*> <*> <*> closed by remote <*>
2493,20a8cbee,sshd[6493]: <*> <*> <*> closed by remote <*>
2494,523532ba,sshd[30109]: <*> <*> <*> closed by remote <*>
2495,d1cee805,sshd[8583]: <*> <*> <*> closed by remote <*>
2496,394869fd,sshd[32496]: <*> <*> <*> closed by remote <*>
2497,ad257202,sshd[10591]: <*> <*> <*> closed by remote <*>
2498,3aff939a,sshd[5448]: <*> <*> <*> closed by remote <*>
2499,1c567e6f,sshd[12443]: <*> <*> <*> closed by remote <*>
2500,1db52e62,sshd[14826]: <*> <*> <*> closed by remote <*>
2501,b065ee39,sshd[30449]: <*> <*> <*> closed by remote <*>
2502,28b47dfc,sshd[29141]: <*> <*> <*> closed by remote <*>
2503,ddef25c6,sshd[31584]: <*> <*> <*> closed by remote <*>
2504,fab4afd6,sshd[3707]: <*> <*> <*> closed by remote <*>
2505,ec85af10,sshd[21778]: <*> <*> <*> closed by remote <*>
2506,2f36028e,kernel: RPC: tcp_data_ready socket info not found!
2507,9fcd9018,sshd[10519]: <*> <*> <*> closed by remote <*>
2508,2cf54dff,sshd[10054]: <*> <*> <*> closed by remote <*>
2509,50f0d5ba,sshd[22196]: <*> <*> <*> closed by remote <*>
2510,d9874e31,sshd[15033]: <*> <*> <*> closed by remote <*>
2511,159d3b7f,sshd[5066]: <*> <*> <*> closed by remote <*>
2512,32522e00,sshd[23629]: <*> <*> <*> closed by remote <*>
2513,a98947c6,sshd[11646]: <*> <*> <*> closed by remote <*>
2514,87f3a53c,sshd[28251]: <*> <*> <*> closed by remote <*>
2515,3847ddb8,sshd[2975]: <*> <*> <*> closed by remote <*>
2516,6d7557f0,sshd[32220]: <*> <*> <*> closed by remote <*>
2517,2214d467,sshd[9616]: <*> <*> <*> closed by remote <*>
2518,bc8b53b0,sshd[1332]: <*> <*> <*> closed by remote <*>
2519,26ac8e29,sshd[21434]: <*> <*> <*> closed by remote <*>
2520,97c2b663,sshd[17651]: <*> <*> <*> closed by remote <*>
2521,76838e06,kernel: GM: The NIC ISR is reporting an SRAM parity error.
2522,8b62d868,kernel: GM: firmware error-46:SRAM parity error on NIC
2523,ad6936bd,kernel: GM: <*> = <*>
2524,822f0882,kernel: GM: sram[0] = <*> 0x0 <*> <*>
2525,d70385f1,kernel: GM: PCI Status word = 0x30
2526,fdbe7ade,kernel: GM: LANai[0] interface not responding to command <*>
2527,38d4b8a1,kernel: GM: <*>
2528,d139c6e3,sshd[1616]: <*> <*> <*> closed by remote <*>
2529,90526080,sshd[29161]: <*> <*> <*> closed by remote <*>
2530,ec7007fb,sshd[19027]: <*> <*> <*> closed by remote <*>
2531,f2363cb5,sshd[13814]: <*> <*> <*> closed by remote <*>
2532,3dda913e,sshd[27630]: <*> <*> <*> closed by remote <*>
2533,ad72d137,sshd[17752]: <*> <*> <*> closed by remote <*>
2534,6cb0a8b6,sshd[18976]: <*> <*> <*> closed by remote <*>
2535,e26cb6c6,sshd[25700]: <*> <*> <*> closed by remote <*>
2536,3a6b876b,sshd[2575]: <*> <*> <*> closed by remote <*>
2537,76e7e3dd,sshd[31499]: <*> <*> <*> closed by remote <*>
2538,ac65bf7d,"pbs_server: Success (0) in req_quejob, requested queue not found"
2539,b9b99c02,postfix/pickup[3667]: 505DBE5BCD: uid=11926 from=<#301#>
2540,80d09988,kernel: GM: firmware status is 0x2e (SRAM parity error on NIC)
2541,fa5941d3,kernel: GM: init_progress is <*> <*>
2542,22f35094,sshd[12187]: <*> <*> <*> closed by remote <*>
2543,24c79d2f,sshd[19048]: <*> <*> <*> closed by remote <*>
2544,f6f6a59d,insmod: insmod: a module named iptable_filter already exists
2545,10834564,insmod: insmod: insmod iptable_filter failed
2546,98bd877d,sshd[5807]: <*> <*> <*> closed by remote <*>
2547,f7e23e67,sshd[5844]: <*> <*> <*> closed by remote <*>
2548,034f6c48,sshd[12690]: <*> <*> <*> closed by remote <*>
2549,25e83a2d,sshd[5912]: <*> <*> <*> closed by remote <*>
2550,c63ca320,sshd[5948]: <*> <*> <*> closed by remote <*>
2551,3f3234bf,sshd[6363]: <*> <*> <*> closed by remote <*>
2552,631d930f,sshd[6390]: <*> <*> <*> closed by remote <*>
2553,fca3c9e4,sshd[6772]: <*> <*> <*> closed by remote <*>
2554,681d0777,sshd[7135]: <*> <*> <*> closed by remote <*>
2555,ab7b35c2,sshd[7228]: <*> <*> <*> closed by remote <*>
2556,76400806,sshd[7329]: <*> <*> <*> closed by remote <*>
2557,90e14880,sshd[7364]: <*> <*> <*> closed by remote <*>
2558,60f0b109,sshd[7463]: <*> <*> <*> closed by remote <*>
2559,ea759e2d,sshd[7548]: <*> <*> <*> closed by remote <*>
2560,05c7b81d,sshd[7576]: <*> <*> <*> closed by remote <*>
2561,e43dd6d6,sshd[8893]: <*> <*> <*> closed by remote <*>
2562,583635a5,sshd[11100]: <*> <*> <*> closed by remote <*>
2563,a2245191,sshd[11120]: <*> <*> <*> closed by remote <*>
2564,c85e9806,sshd[11125]: <*> <*> <*> closed by remote <*>
2565,2b214e0f,sshd[11138]: <*> <*> <*> closed by remote <*>
2566,84f3c11f,sshd[11143]: <*> <*> <*> closed by remote <*>
